Date,Open,High,Low,Close,Adj_Close,Volume,Accumulation_Distribution_Line,On_Balance_Volume,Average_Directional_Index,Aroon_Oscillator,MACD,RSI,Stochastic_Oscillator,Simple_Moving_Average,Exponential_Moving_Average,Williams_%R
2014-09-12,25.3025,25.547501,25.27,25.415001,22.622925,250504400,2655071911.3335624,3224166800,24.613352880408744,64.0,0.22069483411790713,60.01948328762586,72.63166980614196,24.85711546153846,24.847799516809737,-27.368330193858036
2014-09-15,25.702499,25.762501,25.360001,25.407499,22.616255,245266000,2467692343.472694,2978900800,25.26893081238166,64.0,0.23139017453659605,59.865904529921984,72.23682749306714,24.925865384615385,24.889258737786793,-27.763172506932875
2014-09-16,24.950001,25.315001,24.7225,25.215,22.444902,267632400,2644983941.9132037,2711268400,24.111951499055284,60.0,0.22177674410067993,55.91239240719992,62.105295844892495,24.984711576923075,24.913387720172956,-37.894704155107505
2014-09-17,25.317499,25.450001,25.147499,25.395,22.605122,243706000,2800068552.924039,2954974400,23.300222939463406,56.00000000000001,0.22607645821384637,58.66147158954988,71.578985041571,25.038461615384616,24.94906270386385,-28.421014958428998
2014-09-18,25.4825,25.5875,25.389999,25.4475,22.651855,149197600,2737746575.807977,3104172000,22.811136107112844,52.0,0.23105684439123308,59.45556833352111,74.34214439060234,25.094423153846154,24.98598398505912,-25.657855609397657
2014-09-19,25.5725,25.5875,25.125,25.24,22.467152,283609600,2595175263.375543,2820562400,21.683218196903347,-20.0,0.21577302336906357,54.96168376349486,63.42108601109777,25.130192423076927,25.004799986165853,-36.57891398890223
2014-09-22,25.450001,25.535,25.145,25.264999,22.489401,211153600,2513961257.4596453,3031716000,20.635865851708818,-20.0,0.20333379010817154,55.399067405682885,69.68836809539268,25.16442315384616,25.024073987190604,-30.311631904607328
2014-09-23,25.15,25.735001,25.135,25.66,22.841017,253608800,2704167117.768544,3285324800,20.103022954901565,-20.0,0.2227808091760366,61.72414094620886,93.65994236311242,25.20923080769231,25.07117961776908,-6.340057636887577
2014-09-24,25.540001,25.7125,25.299999,25.4375,22.642956,240687200,2623938829.0788207,3044637600,19.608240265009123,-20.000000000000007,0.21772897728703455,56.83477764584361,80.83573487031703,25.234134615384615,25.098314460897296,-19.164265129682978
2014-09-25,25.127501,25.1775,24.43,24.467501,21.779518,400368000,2263742602.6386857,2644269600,19.29055054822271,-20.0,0.1339109098265645,41.42786135858748,24.928011527377443,25.208557730769233,25.051587537867867,-75.07198847262255
