Date,Open,High,Low,Close,Adj_Close,Volume,Accumulation_Distribution_Line,On_Balance_Volume,Average_Directional_Index,Aroon_Oscillator,MACD,RSI,Stochastic_Oscillator,Simple_Moving_Average,Exponential_Moving_Average,Williams_%R
2014-06-09,27.781227,28.06794,27.72588,28.029045,28.029045,29350361,130532987.68788908,22349192,13.227298056752574,56.0,0.31704383093070376,61.9890236120398,86.23012853688873,26.848690807692307,27.180307606218236,-13.769871463111281
2014-06-10,27.948767,28.102844,27.818624,27.950762,27.950762,27034019,128635983.69472897,-4684827,13.508056772245686,56.0,0.32972860630287215,60.664858482772644,79.71064646848042,26.911249884615383,27.237378302053923,-20.289353531519577
2014-06-11,27.82361,27.917353,27.675018,27.865496,27.865496,22002242,141221754.58330077,-26687069,13.433405793114854,56.0,0.3291073835169307,59.18196537288513,69.06160915261137,26.970759615384615,27.283905538938818,-30.93839084738864
2014-06-12,27.788706,27.823112,27.347916,27.492022,27.492022,29169867,129743757.27034336,-55856936,12.645106351480061,56.00000000000001,0.2950773612941333,53.06356049762647,43.313926433025436,27.040203615384616,27.2993215730915,-56.686073566974564
2014-06-13,27.537395,27.539391,27.203314,27.512465,27.512465,24410836,150243071.9812579,-31446100,11.869571369740003,48.0,0.2666837386261953,53.34786861382149,44.72328793566417,27.120368192307694,27.315109975084724,-55.27671206433583
2014-06-16,27.387808,27.405758,27.001865,27.139488,27.139488,34051232,139397157.73391044,-65497332,11.554715506357836,48.0,0.21164574093905486,47.673958678307734,19.009868908629013,27.184192923076925,27.30210093989326,-80.99013109137098
2014-06-17,27.135498,27.191345,26.892666,27.076162,27.076162,28891103,146005047.53948465,-94388435,11.477998602787896,28.0,0.16106123858087784,46.764534145214675,16.871160771443673,27.230757384615384,27.28536472212339,-83.12883922855633
2014-06-18,27.168409,27.602219,27.125526,27.592745,27.592745,34835379,179455760.17918134,-59553056,10.830955401503589,28.0,0.16080295053865257,54.40538525942687,58.83300500283675,27.275730115384615,27.30813363159573,-41.16699499716325
2014-06-19,27.636126,27.674021,27.350409,27.669035,27.669035,49136535,227078168.61088386,-10416521,10.37999926424306,28.0,0.16485388782136567,55.42295490515641,64.98990797330639,27.31755761538462,27.334867066292343,-35.01009202669361
2014-06-20,27.766268,27.802668,27.444252,27.741835,27.741835,90166875,286637473.03995407,79750354,10.232940216830116,28.0,0.17195642970587244,56.422407667253324,70.86515422117861,27.374535769230764,27.365012839159576,-29.134845778821393
2014-06-23,27.681499,28.172651,27.636623,28.170158,28.170158,30736155,317087727.92124784,110486509,10.815591768120479,28.000000000000004,0.20972969836517308,61.84303465649633,99.80953530587439,27.46077976923077,27.424653221444053,-0.19046469412559205
2014-06-24,28.182125,28.553905,27.973698,28.153704,28.153704,44142862,300335021.562845,66343647,11.989909664293029,100.0,0.23562148778924197,61.526418764969335,75.90948683482638,27.545144307692308,27.478656982818567,-24.090513165173626
2014-06-25,28.185616,28.918604,28.183622,28.853283,28.853283,39387843,332721731.76611555,105731490,13.603328623423229,100.0,0.3090288044287277,68.83262732723044,96.77576510238727,27.64063211538462,27.580481132239417,-3.2242348976127255
2014-06-26,28.970463,29.042763,28.514214,28.721146,28.721146,34839390,325162252.0543955,70892100,15.267808251014733,100.0,0.3524791202639008,66.27264982326791,85.04174462826563,27.729292500000003,27.664974826147606,-14.958255371734367
2014-06-27,28.779985,28.914116,28.611446,28.782976,28.782976,44738493,331132410.0887897,115630593,16.813396476635415,64.0,0.38743684212605345,66.8931180821628,87.91742884158253,27.802744653846155,27.74778972791445,-12.082571158417458
2014-06-30,28.853783,28.899157,28.658817,28.685246,28.685246,26275943,310635337.83479124,89354650,18.24858554328319,64.0,0.4026140106263085,64.861973486584,83.37205251670036,27.860700923076926,27.81723093325412,-16.62794748329964
2014-07-01,28.836828,29.139996,28.753557,29.053734,29.053734,28959290,326665879.5770841,118313940,19.938988436588637,76.0,0.4393118148857482,68.71874336574275,96.16157840637551,27.91817776923077,27.908823753013074,-3.8384215936244934
2014-07-02,29.087641,29.191854,28.940044,29.037029,29.037029,21127848,321812876.40675735,97186092,21.583635391106014,80.0,0.4617246607883203,68.35246744297496,93.26610090170969,27.949601115384617,27.992394512049145,-6.733899098290301
2014-07-03,29.087641,29.170412,28.966473,29.15645,29.15645,14283107,334140293.3236051,111469199,23.110807563157863,80.0,0.4835492248340607,69.5999276094265,98.46015201888667,27.993806615384617,28.078620844489947,-1.5398479811133214
2014-07-07,29.108084,29.241219,28.900154,29.032789,29.032789,21292298,329408498.1323366,90176901,24.64225091568363,88.0,0.4852730146153803,66.66937224020796,91.12517367076666,28.036324423076923,28.14929996712032,-8.874826329233347
2014-07-08,28.803919,28.897062,28.229246,28.476318,28.476318,38190565,319476672.8920309,51986336,23.78108770916265,88.0,0.4367025363572594,55.37095469439509,63.846314186415434,28.05780388461538,28.17352352511141,-36.153685813584566
2014-07-09,28.500751,28.757048,28.390854,28.725136,28.725136,22335153,337919029.16387016,74321489,22.98143616025032,88.0,0.41352080511391875,58.73811835412281,72.70571871314404,28.10028346153846,28.214383708436493,-27.29428128685597
2014-07-10,28.218027,28.750565,28.173151,28.476816,28.476816,27134293,339324865.37391686,47187196,21.621078554798036,88.0,0.370836989409149,54.33236832075925,57.461489276096856,28.150453384615385,28.2338231374412,-42.538510723903144
2014-07-11,28.517206,28.962982,28.492773,28.879711,28.879711,32434806,360271678.8836583,79622002,20.870435349732304,52.0,0.3653089629805244,59.623982426467826,77.47046608616746,28.216656192307692,28.281666682815924,-22.52953391383254
2014-07-14,29.050243,29.180386,28.822369,29.163431,29.163431,37081529,393840987.37907344,116703531,20.65637891508099,52.0,0.37944775751102355,62.885405590937964,93.86298136283331,28.276050807692307,28.346982558162892,-6.137018637166691
2014-07-15,29.206814,29.210054,28.749069,29.158943,29.158943,32460877,419103765.1595893,84242654,20.23131351952844,52.0,0.38584295257041035,62.79899162817194,92.29674515105778,28.330612499999997,28.407127776076752,-7.703254848942223
2014-07-16,29.319504,29.339449,29.030296,29.053234,29.053234,27942506,395307718.69663405,56300148,20.13278068650668,80.0,0.37802373556485236,60.68379574475986,75.45953092605842,28.37000438461538,28.454987496367362,-24.540469073941576
2014-07-17,28.897163,28.969963,28.352657,28.607958,28.607958,60331186,384879213.4319128,-4031038,19.174859898986323,80.0,0.33206901300419744,52.64072657042411,37.28095220946963,28.395281153846156,28.466318644784597,-62.71904779053037
2014-07-18,29.568819,29.758299,29.020325,29.672535,29.672535,80283816,446502585.58043814,76252778,18.943737590683433,88.0,0.3772038598526457,64.69038059017836,94.5895272870419,28.464782653846157,28.55566800443018,-5.410472712958099
2014-07-21,29.506491,29.638626,29.181532,29.392801,29.392801,41242922,443384648.3232611,35009856,18.72912401868789,88.0,0.38595233690082864,60.34559844942054,76.94234229232839,28.53788953846154,28.617677855953872,-23.057657707671602
2014-07-22,29.455132,29.900408,29.449146,29.655581,29.655581,33983045,440493474.0971135,68992901,18.98373207776515,96.0,0.40937074670324236,62.86851210136124,85.82567620220978,28.620317076923076,28.69455957032766,-14.174323797790226
2014-07-23,29.580288,29.810656,29.543886,29.717411,29.717411,24663528,447915553.1458816,93656429,19.22015384690832,96.0,0.42798561766862875,63.45762613025375,89.40534037494128,28.71946796153846,28.77032634289598,-10.594659625058721
2014-07-24,29.740847,29.892929,29.507486,29.586271,29.586271,20702684,435676174.7912818,72953745,19.588520911235374,92.0,0.4272312787649426,61.23840045975961,81.81295545480498,28.816010615384617,28.83076668786665,-18.18704454519502
2014-07-25,29.439175,29.511974,29.271135,29.370363,29.370363,18649061,432394301.2061774,54304684,19.250032414290168,88.0,0.40454810978040356,57.66293468103174,69.31290479644903,28.884380538461535,28.870736785061712,-30.687095203550964
2014-07-28,29.322994,29.543886,29.157598,29.449146,29.449146,19736037,442449518.9967791,74040721,18.62301931396984,84.0,0.388450845079916,58.61250341956292,73.87406737966612,28.952846346153844,28.91358191209418,-26.125932620333877
2014-07-29,29.356901,29.40427,29.095867,29.200331,29.200331,26997920,433741373.8360639,47042801,17.868519945674176,80.0,0.3515637477210767,54.45820484611204,59.46885726906876,29.008942346153848,28.93482258527239,-40.53114273093124
2014-07-30,29.247202,29.394299,29.12005,29.290583,29.290583,20329662,438694416.6032356,67372463,17.167913389399633,76.0,0.3258567654858524,55.68514045792888,60.59928244271863,29.052035615384618,28.961175208585544,-39.40071755728137
2014-07-31,28.950516,29.102598,28.421967,28.501747,28.501747,42055146,406498238.37837404,25317317,17.084028694767042,32.0,0.23907541170627766,44.42065920427159,9.632686394646248,29.065421884615382,28.92714348943106,-90.36731360535376
2014-08-01,28.441914,28.719152,28.065447,28.226006,28.226006,39105069,386602662.2645263,-13787752,17.660624984474726,-32.0,0.14636338339798982,41.27737765412943,8.749995231506436,29.041295846153844,28.875207379102832,-91.25000476849357
2014-08-04,28.3741,28.688734,28.127775,28.579037,28.579037,28546159,403984269.11785245,14758407,18.196035824917576,-32.0,0.10021981269037994,46.49736703144826,27.989150723094426,29.035830115384613,28.85326883250262,-72.01084927690557
2014-08-05,28.424461,28.520697,28.053478,28.176142,28.176142,31024946,389249944.7584279,-16266539,18.830512612654385,-40.0,0.030785564270573218,41.91778139577097,6.641507799429339,29.012490346153847,28.803111289354277,-93.35849220057067
2014-08-06,28.012093,28.456873,27.923336,28.241163,28.241163,26687069,394357750.6370698,10420530,19.660373465318518,-43.99999999999999,-0.018778460152592658,42.89528029641497,16.075641150145326,28.99541023076923,28.76148549014285,-83.92435884985467
2014-08-07,28.322241,28.416483,27.978186,28.090876,28.090876,22218835,383564230.0524093,-11798305,20.430958542792357,-44.0,-0.06938538002655292,41.17058426153557,8.474147628412242,28.958377230769234,28.711810713095232,-91.52585237158776
2014-08-08,28.100849,28.434433,27.940788,28.360636,28.360636,29895854,404521578.2936637,18097549,21.221854270596427,-44.0,-0.0867246434032829,45.41318017603318,22.118567255011477,28.932362115384613,28.685797771384475,-77.88143274498852
2014-08-11,28.421469,28.4464,28.222515,28.316257,28.316257,24294518,400571582.7615019,-6196969,21.907416277261326,-44.0,-0.10286142646592822,44.8402654941338,19.94934994184084,28.900046999999997,28.65842438091155,-80.05065005815916
2014-08-12,28.148718,28.217529,27.967216,28.059464,28.059464,30840441,392462434.19431967,-37037410,23.07132523536353,-44.0,-0.13481690691141068,41.57212573219651,6.911478665896933,28.862611423076924,28.614056945288475,-93.08852133410308
2014-08-13,28.287836,28.671284,28.210049,28.660313,28.660313,28784812,419877887.09341866,-8252598,22.47776589866902,-44.0,-0.11038590262326764,50.637688671225156,45.47696769615247,28.869688153846155,28.61748331971155,-54.52303230384753
2014-08-14,28.730122,28.815886,28.465847,28.653831,28.653831,19709966,421337895.00229174,-27962564,21.475694589309793,-44.0,-0.09050392601434254,50.54657264478739,45.076980037641576,28.866945653846155,28.62017574047366,-54.923019962358424
2014-08-15,28.81389,28.889683,28.447895,28.595491,28.595491,30383189,411256014.1575335,-58345753,20.317883092031725,-44.0,-0.07854939817527651,49.680118463570516,45.387235352824604,28.871510076923077,28.618347241179315,-54.612764647175396
2014-08-18,28.726631,29.145481,28.721146,29.028303,29.028303,25682318,422754243.3663474,-32663435,19.232767114692738,-44.0,-0.033761851883411964,55.741457153932274,75.11861277272108,28.877225153846155,28.64871433442529,-24.88138722727892
2014-08-19,29.169914,29.286594,29.12005,29.262659,29.262659,19573592,436701767.4861472,-13089843,18.60061054846415,-44.0,0.02040792201344388,58.646188381721906,98.24427951275536,28.881041615384618,28.694191717060452,-1.755720487244642
2014-08-20,29.213795,29.254681,29.048746,29.144484,29.144484,20734771,435245948.64093333,-33824614,17.782859148554273,-44.0,0.05318899361908791,56.62794354376582,89.575707606337,28.880485500000002,28.7275467009819,-10.42429239366299
2014-08-21,29.111076,29.144981,28.977442,29.088636,29.088636,18296094,441235732.86911905,-52120708,16.78966294826981,-44.00000000000001,0.07381091588995758,55.65319883039727,85.47905092066215,28.881847115384616,28.754294056464722,-14.52094907933785
2014-08-22,29.099607,29.181683,28.952511,29.048248,29.048248,15781209,438639778.66493183,-67901917,15.981759270001652,-44.0,0.08590470780144344,54.91699801705787,82.51644222883712,28.898781346153843,28.776068422652518,-17.48355777116288
2014-08-25,29.155952,29.169914,28.870735,28.930571,28.930571,27228551,422302684.4692933,-95130468,14.942040413727836,-44.0,0.08501359083406612,52.728358015344526,73.88440045831383,28.87024426923077,28.78751305801159,-26.115599541686162
2014-08-26,28.983425,29.010351,28.750067,28.81389,28.81389,32793789,405591313.10039616,-127924257,14.189856049902414,-44.0,0.07403872038003456,50.576043981222654,64.87576961315372,28.847978461538464,28.78946690556629,-35.12423038684627
2014-08-27,28.784472,28.845304,28.427103,28.47183,28.47183,34067276,378811093.1029024,-161991533,14.46285483064972,-36.0,0.0373095914444832,44.80240587788967,39.459030499195244,28.802449576923078,28.765938245894713,-60.540969500804756
2014-08-28,28.400028,28.584023,28.277365,28.382076,28.382076,25858801,370611710.16152835,-187850334,15.104794547358024,-36.0,0.0009481645981743725,43.40232257219345,31.44360448635651,28.75109053846154,28.737504005458067,-68.5563955136435
2014-08-29,28.488285,28.523687,28.27582,28.501747,28.501747,21675347,388449861.30100685,-166174987,15.70490841254014,-28.0,-0.018004533524692334,45.832891732803326,40.513863350760815,28.70937807692308,28.720040523572283,-59.486136649239185
2014-09-02,28.514214,28.812395,28.481304,28.787464,28.787464,31568434,415264118.1832116,-134606553,15.12343430873833,-28.000000000000004,-0.009856094350020328,51.219188066171476,53.63593718794837,28.686958884615386,28.72503485515952,-46.36406281205163
2014-09-03,28.920597,29.069689,28.671284,28.817881,28.817881,24302540,408846290.75649756,-110304013,14.349781661737167,-24.0,-0.0009332420695820076,51.76903965067611,53.62830860311005,28.66267946153846,28.731912347369928,-46.37169139688995
2014-09-04,28.920597,29.219776,28.881704,29.019327,29.019327,29163850,403426593.0586701,-81140163,14.074111459523285,-20.0,0.02213799823070417,55.357987707641904,73.55818412424539,28.65571776923077,28.75320232163882,-26.44181587575462
2014-09-05,29.119055,29.247202,29.017832,29.223766,29.223766,32647388,429402453.0892931,-48492775,13.898587841313795,36.0,0.05626999563713042,58.71550331921084,93.7841693593227,28.653147884615386,28.788058890406315,-6.2158306406773
2014-09-08,29.249695,29.507486,29.234735,29.405268,29.405268,28620362,436570896.211518,-19872413,14.455021421266238,88.0,0.09684912755798081,61.485033801007624,91.70083447947735,28.68789869230769,28.83377808370955,-8.299165520522653
2014-09-09,29.36438,29.369366,28.920597,28.970961,28.970961,25744488,416604861.6859423,-45616901,13.850375561687995,88.0,0.09289262832151834,52.42272520766515,56.43908332291378,28.716550807692308,28.843939781212548,-43.56091667708622
2014-09-10,28.995394,29.095119,28.768017,29.075174,29.075174,19547521,433768567.8126306,-26069380,12.911784388413768,88.0,0.09704748928074025,54.16832589484773,64.90022457386992,28.735633000000004,28.861068241863467,-35.09977542613009
2014-09-11,28.938549,29.010851,28.73411,28.987913,28.987913,24420864,454141128.3199642,-50490244,12.145928778642235,88.0,0.09223577647920678,52.43357243954806,57.815430481965,28.76685496153846,28.870464149873584,-42.184569518035
2014-09-12,28.970463,29.002375,28.644358,28.702198,28.702198,32033708,432457932.5622318,-82523952,11.719483609129167,80.0,0.06462271629020933,47.11330506883253,34.61798896778831,28.784587076923078,28.85799999062369,-65.3820110322117
2014-09-15,28.568565,28.668791,28.332712,28.576544,28.576544,31951483,446869322.59420323,-114475435,12.209701207469687,80.0,0.03222843020150634,44.95302104524801,24.416034866595226,28.80326661538462,28.837151398725638,-75.58396513340477
2014-09-16,28.559589,28.995394,28.554604,28.918104,28.918104,29607064,466093528.6502388,-84868371,11.564959781729128,72.0,0.033727967537124925,51.46744220606136,52.14757897027277,28.824707692307694,28.843147887708923,-47.85242102972723
2014-09-17,28.921097,29.295568,28.859516,29.158445,29.158445,33856699,478656748.262565,-51011672,11.35093712755996,72.0,0.05369095584808292,55.46157703180496,71.66106720490787,28.857099538461544,28.866503229360113,-28.338932795092138
2014-09-18,29.26964,29.396292,29.169914,29.38283,29.38283,28891103,504111722.0575538,-22120569,11.410366207318814,68.0,0.0866192691304768,58.86525881520161,89.87907435944472,28.90799823076923,28.90474965681492,-10.12092564055528
2014-09-19,29.494024,29.742342,29.394299,29.722397,29.722397,74732617,570279063.8124548,52612048,12.265915619630155,56.0,0.13851865681177955,63.42103022252317,98.58508970439053,28.948847615384615,28.96531612668048,-1.4149102956094777
2014-09-22,29.609707,29.616138,29.093124,29.28809,29.28809,33790518,561680996.2340039,18821530,12.118925623939978,56.0,0.14295643739613695,55.0267568674894,67.7750899172123,28.973242192307687,28.989225302481927,-32.22491008278771
